Dataset,Classifier,Algorithm,Seed,ValidationFitness,Accuracy,Precision,Recall,F1,ROC_AUC,Features,SelectionRuntime,TestRuntime,SelectedFeatureNames,MaskFile,ConvergenceFile
breast,svm,GWO,0,0.03171929824561401,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9897486772486772,17,0.2174133659996187,0.004334697000103915,"[""texture_mean"", ""perimeter_mean"", ""smoothness_mean"", ""compactness_mean"", ""concavity_mean"", ""concave points_mean"", ""symmetry_mean"", ""fractal_dimension_mean"", ""radius_se"", ""area_se"", ""fractal_dimension_se"", ""texture_worst"", ""perimeter_worst"", ""compactness_worst"", ""concavity_worst"", ""concave points_worst"", ""symmetry_worst""]",results/smoke/artifacts/breast__svm__gwo__seed0__mask.npy,results/smoke/artifacts/breast__svm__gwo__seed0__convergence.npy
breast,random_forest,GWO,0,0.031052631578947342,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9983465608465609,15,5.457746620999842,0.2592678699998032,"[""radius_mean"", ""perimeter_mean"", ""smoothness_mean"", ""radius_se"", ""texture_se"", ""compactness_se"", ""concavity_se"", ""symmetry_se"", ""texture_worst"", ""area_worst"", ""smoothness_worst"", ""compactness_worst"", ""concavity_worst"", ""concave points_worst"", ""symmetry_worst""]",results/smoke/artifacts/breast__random_forest__gwo__seed0__mask.npy,results/smoke/artifacts/breast__random_forest__gwo__seed0__convergence.npy
breast,xgboost,GWO,0,0.03171929824561401,0.9473684210526315,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9841269841269841,17,2.3632224459997815,0.08522337600015817,"[""radius_mean"", ""texture_mean"", ""area_mean"", ""smoothness_mean"", ""concavity_mean"", ""symmetry_mean"", ""radius_se"", ""texture_se"", ""area_se"", ""compactness_se"", ""concavity_se"", ""concave points_se"", ""symmetry_se"", ""fractal_dimension_se"", ""texture_worst"", ""concavity_worst"", ""symmetry_worst""]",results/smoke/artifacts/breast__xgboost__gwo__seed0__mask.npy,results/smoke/artifacts/breast__xgboost__gwo__seed0__convergence.npy
heart,svm,GWO,0,0.14589130434782605,0.8152173913043478,0.8469387755102041,0.8137254901960784,0.83,0.898194643711143,15,0.42584623899983853,0.021667702000286226,"[""trestbps"", ""thalch"", ""oldpeak"", ""ca"", ""sex_Female"", ""cp_asymptomatic"", ""cp_non-anginal"", ""cp_typical angina"", ""fbs_False"", ""exang_True"", ""slope_downsloping"", ""slope_flat"", ""thal_fixed defect"", ""thal_normal"", ""thal_reversable defect""]",results/smoke/artifacts/heart__svm__gwo__seed0__mask.npy,results/smoke/artifacts/heart__svm__gwo__seed0__convergence.npy
heart,random_forest,GWO,0,0.14629130434782606,0.782608695652174,0.8297872340425532,0.7647058823529411,0.7959183673469388,0.8686035389765663,16,6.657647123000061,0.3277160970001205,"[""trestbps"", ""chol"", ""thalch"", ""oldpeak"", ""ca"", ""sex_Female"", ""cp_asymptomatic"", ""cp_atypical angina"", ""cp_non-anginal"", ""cp_typical angina"", ""fbs_False"", ""restecg_normal"", ""restecg_st-t abnormality"", ""slope_upsloping"", ""thal_fixed defect"", ""thal_reversable defect""]",results/smoke/artifacts/heart__random_forest__gwo__seed0__mask.npy,results/smoke/artifacts/heart__random_forest__gwo__seed0__convergence.npy
heart,xgboost,GWO,0,0.14051086956521744,0.7717391304347826,0.8333333333333334,0.7352941176470589,0.78125,0.8898254423720707,15,1.9997530800001186,0.08626892000029329,"[""chol"", ""oldpeak"", ""ca"", ""sex_Female"", ""sex_Male"", ""cp_asymptomatic"", ""cp_atypical angina"", ""cp_non-anginal"", ""restecg_lv hypertrophy"", ""restecg_normal"", ""restecg_st-t abnormality"", ""exang_False"", ""exang_True"", ""slope_downsloping"", ""thal_normal""]",results/smoke/artifacts/heart__xgboost__gwo__seed0__mask.npy,results/smoke/artifacts/heart__xgboost__gwo__seed0__convergence.npy
